incident_id,company_name,company_revenue_usd,country_hq,industry_primary,industry_secondary,employee_count,is_public_company,stock_ticker,incident_date,incident_date_estimated,discovery_date,disclosure_date,attack_vector_primary,attack_vector_secondary,attack_chain,attributed_group,attribution_confidence,data_compromised_records,data_type,systems_affected,downtime_hours,data_source_primary,data_source_secondary,data_source_type,confidence_tier,quality_score,quality_grade,review_flag,notes,created_at,updated_at
2023-0618-001,SignalProto Labs Holdings Co. Ltd.,1679705893.91,JP,51,61,4652,False,,2023-06-18,False,2023-07-20,2023-09-22,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Lazarus_Group,probable,29072.0,mixed,"SCADA,SSO,VPN",66.62,https://www.bleepingcomputer.com/news/security/signalproto-labs-holdings-hit-by-cyberattack-2023/,,verified_media,4,99.2,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2024-0718-002,Forge Jasper Pharmaceuticals PLC,117666689.77,GB,62,31-33,615,True,FJP.L,2024-07-18,False,2024-07-19,2024-09-04,ransomware,,,Rhysida,suspected,72588.0,IP,"cloud_infrastructure,ERP,VPN",133.52,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001120607&type=8-K&dateb=20240525&owner=include&count=10,,sec_filing,1,54.92,Bronze,low_quality_score,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2023-0824-001,Baltic Scope Communications Ltd.,3393197926.28,IN,51,,8648,False,,2023-08-24,False,2023-08-26,2023-09-09,apt,phishing,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,Hive,suspected,101695.0,financial,"ERP,CRM,manufacturing_OT,customer_database",269.96,https://www.baltic-scope-communicatio.com/newsroom/2023/01/security-update,,company_pr,2,79.6,Silver,,Multiple subsidiaries affected across 3 jurisdictions,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-1212-001,Quartz Pacific Genomics SA,197106682.24,FR,62,,2426,False,,2025-12-12,False,2025-12-30,2026-02-20,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,,,3364858.0,PII,"SCADA,active_directory",26.08,https://unit42.paloaltonetworks.com/threat-brief-quartz-pacific-genom-2025/,https://www.quartz-pacific-genomics-s.com/newsroom/2025/09/security-update,cybersecurity_firm,3,79.67,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-1118-001,Eriksson Health Holdings Inc.,436944048.87,US,62,,4880,True,ERIK,2025-11-18,False,2026-02-20,2026-03-04,ransomware,ddos,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,227736.0,IP,SCADA,96.91,https://www.eriksson-health-holdings-.com/newsroom/2025/06/security-update,https://www.aepd.es/decisions/2025/05/INQ-2025-00149,company_pr,2,82.03,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-1219-001,Monroe Group SAS,2311636729.32,FR,72,,26070,True,MONR.PA,2025-12-19,True,2026-03-21,2026-05-20,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Sandworm,suspected,51025.0,credentials,"cloud_infrastructure,ERP,customer_database,file_servers,VPN",39.54,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001693390&type=8-K&dateb=20251016&owner=include&count=10,,sec_filing,1,96.59,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2022-0115-001,Horizon Current Power Corp.,289070432.92,US,22,,1006,False,,2022-01-15,False,2022-02-02,2022-02-20,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,BlackBasta,suspected,394094.0,PII,"website,payment_systems,backup_systems,active_directory",16.86,https://www.mandiant.com/resources/blog/horizon-current-powe-incident-response-2022,,cybersecurity_firm,3,54.37,Bronze,low_quality_score,Revenue estimated from Dun & Bradstreet industry median,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2021-0802-001,SmartQuick Trading Holdings Inc.,53013440.4,CA,44-45,,357,False,,2021-08-02,False,2021-10-02,2021-10-10,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Turla,unknown,11469312.0,mixed,"payment_systems,email,customer_database,file_servers",140.01,https://www.bleepingcomputer.com/news/security/smartquick-trading-holdin-hit-by-cyberattack-2021/,https://www.aepd.es/decisions/2021/06/INQ-2021-00159,verified_media,4,81.72,Silver,large_breach_verify,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-1226-001,CastComponent Industrial Group SA,89373233.0,FR,31-33,,284,False,,2025-12-26,True,2026-02-24,2026-03-11,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,FIN7,probable,49243.0,health,"active_directory,cloud_infrastructure,payment_systems",148.94,https://www.aepd.es/decisions/2025/04/INQ-2025-00162,,gdpr_notification,1,81.0,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2023-0705-001,Rossi Learning Co.,895536291.0,US,61,,10767,False,,2023-07-05,False,2023-08-08,2023-08-21,ransomware,,,,,1399411.0,credentials,"file_servers,backup_systems,ERP",83.59,https://www.bleepingcomputer.com/news/security/rossi-learning-co-hit-by-cyberattack-2023/,https://blog.talosintelligence.com/2023/05/rossi-learning-co-campaign.html,verified_media,4,85.51,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2023-1229-001,CountyCounty Administration Group Inc.,40112516843.5,US,92,51,617844,False,,2023-12-29,False,2024-01-16,2024-03-17,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,Conti,probable,230489.0,mixed,"HR_systems,VPN",46.06,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001966755&type=8-K&dateb=20230524&owner=include&count=10,,sec_filing,1,89.84,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2022-0313-001,Raleigh Holdings Holdings Inc.,381571305.56,AE,52,,1511,False,,2022-03-13,False,2022-04-15,2022-04-25,ransomware,supply_chain,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,REvil,probable,7443.0,financial,"email,SSO",10.56,https://therecord.media/2022/07/12/raleigh-holdings-holdings-breached,https://www.raleigh-holdings-holdings.com/newsroom/2022/02/security-update,verified_media,4,92.02,Gold,,Employee count approximate; sourced from LinkedIn company page,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2023-1209-001,Timber Baltic Labs Corp.,760011461.36,US,62,,3539,True,TBL,2023-12-09,True,2024-01-12,2024-01-22,ransomware,data_breach,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,1474963.0,mixed,"customer_database,cloud_infrastructure",19.05,https://www.cnil.fr/decisions/2023/07/INQ-2023-00179,https://www.theregister.com/2023/01/09/timber-baltic-labs-c_security_incident/,gdpr_notification,1,90.97,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2023-0126-001,Okonkwo Retail Group SA,185852301.53,FR,44-45,61,1612,True,OKON.PA,2023-01-26,False,2023-05-01,2023-05-21,malware,,,Hive,probable,8223.0,PII,"CRM,active_directory,website,customer_database,ERP",22.2,https://www.okonkwo-retail-group-sa.com/newsroom/2023/06/security-update,,company_pr,2,97.38,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2024-1121-001,Lantern Borealis Transport Group SA,303618338.7,FR,48-49,,2120,False,,2024-11-21,False,2024-11-29,2024-12-11,ransomware,,,,,122513.0,financial,"active_directory,cloud_infrastructure,manufacturing_OT,email,file_servers",30.9,https://www.lantern-borealis-transpor.com/newsroom/2024/04/security-update,,company_pr,2,73.81,Silver,,Data exfiltration confirmed via dark web monitoring service,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2022-0816-001,Sequoia Expert Consulting Group Inc.,6378106796.04,US,54,,33772,True,SEC,2022-08-16,False,2022-08-26,2022-10-04,ransomware,backdoor,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Lazarus_Group,unknown,36959.0,credentials,"cloud_infrastructure,CRM,backup_systems",7.78,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001892253&type=8-K&dateb=20220401&owner=include&count=10,https://www.mandiant.com/resources/blog/sequoia-expert-consu-incident-response-2022,sec_filing,1,95.82,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2023-0521-001,ArchDraft Development Pvt. Ltd.,342868920.5,IN,23,,2013,False,,2023-05-21,False,2023-05-23,2023-06-06,apt,,,,,1000.0,credentials,"SCADA,active_directory,email,ERP,VPN",26.28,https://krebsonsecurity.com/2023/02/archdraft-developmen-breach-exposes-data/,,verified_media,4,99.66,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2021-0331-001,MatrixByte Microsystems Inc.,4081108010.21,US,51,,16249,False,,2021-03-31,True,2021-04-18,2021-06-03,ransomware,apt,,APT41,probable,731006.0,health,"email,backup_systems,active_directory,VPN",170.79,https://therecord.media/2021/02/14/matrixbyte-microsystems-i-breached,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001849524&type=8-K&dateb=20211121&owner=include&count=10,verified_media,4,84.17,Silver,,OT/ICS systems affected; physical operations suspended for 3 days,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2021-0713-001,Lindgren BioSciences Corp.,46519235994.21,CA,62,,384763,True,LIND.TO,2021-07-13,False,2021-09-16,2021-10-18,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,REvil,confirmed,298173.0,mixed,"cloud_infrastructure,customer_database,SCADA,HR_systems,email",28.59,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001383341&type=8-K&dateb=20211118&owner=include&count=10,,sec_filing,1,71.44,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-0917-001,Azure Public Agency Holdings Inc.,50517637701.42,US,92,,486842,False,,2025-09-17,False,2025-10-21,2025-11-13,ransomware,,,,,6621.0,PII,cloud_infrastructure,54.03,https://www.theregister.com/2025/03/01/azure-public-agency-_security_incident/,,verified_media,4,90.21,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2024-1029-001,Vertex Thera Labs Inc.,12362150212.23,CA,62,,100161,True,VTL.TO,2024-10-29,True,2024-11-03,2024-11-16,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,BlackBasta,suspected,45521.0,mixed,"active_directory,backup_systems,SSO,ERP",53.17,https://www.vertex-thera-labs-inc.com/newsroom/2024/07/security-update,,company_pr,2,74.28,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2024-0703-001,Liverpool Capital Group PLC,52421076107.85,GB,52,,234687,False,,2024-07-03,False,2024-07-12,2024-08-13,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,Vice_Society,confirmed,55354.0,PII,"SSO,website,active_directory,customer_database,HR_systems",262.83,https://www.liverpool-capital-group-p.com/newsroom/2024/12/security-update,https://therecord.media/2024/08/12/liverpool-capital-group-p-breached,company_pr,2,80.78,Silver,,Multiple subsidiaries affected across 5 jurisdictions,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2021-0810-001,Citadel Condor Bank Ltd.,1810191789.02,GB,52,,5353,True,CCB.L,2021-08-10,False,2021-10-10,2021-10-18,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,,,1198.0,health,"SSO,backup_systems,email,cloud_infrastructure,customer_database",66.13,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001196134&type=8-K&dateb=20210207&owner=include&count=10,,sec_filing,1,73.39,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-0613-001,Whitfield Diagnostics S.r.l.,36252630.85,IT,62,72,210,False,,2025-06-13,False,2025-06-29,2025-08-06,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,29360.0,PII,"VPN,manufacturing_OT,payment_systems,website,active_directory",30.73,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001386538&type=8-K&dateb=20250703&owner=include&count=10,,sec_filing,1,52.94,Bronze,low_quality_score,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2022-0113-001,Raptor Silver Associates AG,57043090.41,DE,54,,523,False,,2022-01-13,False,2022-02-17,2022-03-04,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,32593.0,credentials,"manufacturing_OT,SSO,customer_database",109.6,https://www.ico.org.uk/decisions/2022/07/INQ-2022-00213,,gdpr_notification,1,87.94,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2021-0904-001,Pinnacle Crimson Stores Corp.,5168249979.23,US,44-45,,34661,True,PCS,2021-09-04,False,2021-09-18,2021-10-12,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,APT41,unknown,1151.0,mixed,ERP,68.16,https://www.pinnacle-crimson-stores-c.com/newsroom/2021/07/security-update,,company_pr,2,57.33,Bronze,low_quality_score,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2024-1109-001,MarketValue Commerce Ltd.,18050798790.53,SG,44-45,,123352,True,MARK.SI,2024-11-09,False,2025-02-08,2025-03-29,ransomware,,,,,41089.0,health,CRM,30.87,https://unit42.paloaltonetworks.com/threat-brief-marketvalue-commerce-2024/,https://www.theregister.com/2024/06/08/marketvalue-commerce_security_incident/,cybersecurity_firm,3,93.52,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2022-1030-001,Lantern Atlas Resources Pte. Ltd.,303069576.11,SG,21,71,624,False,,2022-10-30,True,2023-01-03,2023-01-10,malware,phishing,,BlackBasta,probable,470480.0,financial,payment_systems,1.83,https://therecord.media/2022/07/03/lantern-atlas-resources-p-breached,https://blog.talosintelligence.com/2022/01/lantern-atlas-resour-campaign.html,verified_media,3,89.66,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-0526-001,SparkSolar Corp Inc.,480467811.64,AT,22,,2145,True,SPAR.VI,2025-05-26,False,2025-05-30,2025-07-03,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Lazarus_Group,suspected,8869.0,mixed,"VPN,cloud_infrastructure,file_servers,manufacturing_OT",300.26,https://www.sparksolar-corp-inc.com/newsroom/2025/04/security-update,,company_pr,2,89.9,Gold,,Incident date based on forensic timeline reconstruction (+-2 days),2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2024-1230-001,CurrentTherm Electric Co.,23952647135.95,US,22,,59575,True,CURR,2024-12-30,False,2025-01-10,2025-01-24,ransomware,,,Cl0p,probable,46614.0,health,"SCADA,backup_systems,website,active_directory,email",147.82,https://unit42.paloaltonetworks.com/threat-brief-currenttherm-electri-2024/,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001920895&type=8-K&dateb=20240827&owner=include&count=10,cybersecurity_firm,3,83.18,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2023-0120-001,Everest Sapphire Hospitality Inc.,517046041.79,US,72,,8675,False,,2023-01-20,True,2023-04-20,2023-06-29,apt,phishing,,,,3746439.0,mixed,"payment_systems,CRM,backup_systems,active_directory",238.35,https://www.mandiant.com/resources/blog/everest-sapphire-hos-incident-response-2023,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001349999&type=8-K&dateb=20230525&owner=include&count=10,cybersecurity_firm,3,93.65,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2021-0902-001,Keystone Timber Partners Corp.,3104249606.36,US,52,,10308,False,,2021-09-02,False,2021-09-04,2021-09-19,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,1000.0,PII,"CRM,SSO,ERP,HR_systems,email",93.62,https://www.crowdstrike.com/blog/keystone-timber-part-intrusion-analysis-2021/,,cybersecurity_firm,3,92.84,Gold,,Insider threat component confirmed alongside external intrusion,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-1020-002,Eagle Vanguard Hotels Inc.,1558493823.9,US,72,,19760,True,EVH,2025-10-20,False,2025-10-22,2025-10-31,ransomware,backdoor,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Cl0p,probable,2213.0,PII,"file_servers,HR_systems",34.82,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001179699&type=8-K&dateb=20250701&owner=include&count=10,https://www.eagle-vanguard-hotels-inc.com/newsroom/2025/11/security-update,sec_filing,1,52.16,Bronze,low_quality_score,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2023-0701-001,Radiant Talon Group Corp.,2051015499.75,JP,71,,8228,True,RADI.T,2023-07-01,False,2023-08-30,2023-10-24,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,LockBit,probable,167571.0,PII,"ERP,manufacturing_OT,SSO,CRM,email",105.01,https://www.radiant-talon-group-corp.com/newsroom/2023/04/security-update,https://www.edpb.europa.eu/decisions/2023/09/INQ-2023-00239,company_pr,2,95.09,Gold,,Initially reported as IT maintenance outage; later reclassified as security incident,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-0707-001,Epoch Maple Production Co.,44092046158.74,CO,31-33,,158435,False,,2025-07-07,False,2025-07-09,2025-08-15,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,REvil,suspected,1531312.0,PII,"VPN,SCADA,email,manufacturing_OT",117.58,https://www.epoch-maple-production-co.com/newsroom/2025/10/security-update,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001935514&type=8-K&dateb=20250305&owner=include&count=10,company_pr,2,65.89,Bronze,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2023-0926-001,Marshall Services Holdings Inc.,508511208.03,US,92,71,3918,False,,2023-09-26,True,2023-09-30,2023-10-19,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,1122923.0,IP,email,18.61,https://blog.talosintelligence.com/2023/02/marshall-services-ho-campaign.html,,cybersecurity_firm,3,82.44,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2021-0713-002,Crawford Analytics Holdings Inc.,21680753652.0,US,51,,37562,False,,2021-07-13,False,2021-08-12,2021-09-17,ransomware,apt,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Cuba_Ransomware,probable,2069087.0,PII,"backup_systems,file_servers",12.72,https://www.crawford-analytics-holdin.com/newsroom/2021/11/security-update,,company_pr,2,82.85,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-0121-001,SolarFlux Services Holdings Inc.,2425137971.27,MX,22,62,6169,True,SOLA.MX,2025-01-21,False,2025-01-30,2025-05-03,apt,,,,,122520.0,mixed,"backup_systems,SSO,ERP,email,customer_database",79.2,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001910013&type=8-K&dateb=20250521&owner=include&count=10,,sec_filing,1,94.18,Gold,,Revenue estimated from Dun & Bradstreet industry median,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2023-0228-001,Marseille Distribution SAS,813664772.4,FR,42,,4135,False,,2023-02-28,False,2023-03-30,2023-04-06,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Play,suspected,11038.0,health,"SCADA,active_directory",226.84,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001252232&type=8-K&dateb=20230217&owner=include&count=10,,sec_filing,1,77.08,Silver,,Concurrent with public CVE disclosure (CVE-2023-2023-30355),2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2024-1026-001,Hawk Media Studios Co.,40245118.3,US,71,31-33,167,False,,2024-10-26,True,2024-11-10,2025-01-10,apt,,,Turla,suspected,43101.0,mixed,"backup_systems,payment_systems,SSO,manufacturing_OT",143.64,https://krebsonsecurity.com/2024/06/hawk-media-studios-c-breach-exposes-data/,,verified_media,4,77.55,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2024-0929-001,Sendai Distribution Corp.,100621190908.54,JP,44-45,,952504,True,SEND.T,2024-09-29,False,2024-10-30,2024-12-05,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,112301.0,financial,"email,SCADA,ERP,VPN",113.51,https://www.crowdstrike.com/blog/sendai-distribution--intrusion-analysis-2024/,,cybersecurity_firm,3,64.22,Bronze,,Multiple subsidiaries affected across 9 jurisdictions,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-0609-001,Cincinnati Systems Holdings Inc.,73120808.83,US,31-33,,438,False,,2025-06-09,False,2025-06-18,2025-07-09,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,,,11455.0,financial,"VPN,SCADA,email,active_directory,customer_database",119.48,https://www.cincinnati-systems-holdin.com/newsroom/2025/07/security-update,https://www.cnil.fr/decisions/2025/07/INQ-2025-00266,company_pr,1,74.98,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2024-0320-002,Cleveland Networks Group Inc.,63591810387.16,CL,51,,170756,True,CLEV.SN,2024-03-20,False,2024-06-23,2024-07-27,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,BianLian,confirmed,3108.0,credentials,"email,VPN",176.41,https://unit42.paloaltonetworks.com/threat-brief-cleveland-networks-g-2024/,https://www.aepd.es/decisions/2024/04/INQ-2024-00270,cybersecurity_firm,3,72.42,Silver,,Third-party managed service provider was initial entry point,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-0404-001,Tanaka Analytics Inc.,9405958488.3,US,51,54,26483,True,TANA,2025-04-04,False,2025-04-07,2025-05-25,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,2976493.0,PII,"HR_systems,CRM,VPN,email,ERP",15.86,https://therecord.media/2025/11/03/tanaka-analytics-inc-breached,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001780002&type=8-K&dateb=20251202&owner=include&count=10,verified_media,4,67.16,Bronze,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2023-0917-001,Schneider Trading Group Inc.,233124942.7,AT,44-45,,2809,True,SCHN.VI,2023-09-17,False,2023-12-16,2024-01-25,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,39580.0,PII,"HR_systems,email",1198.93,https://www.edpb.europa.eu/decisions/2023/05/INQ-2023-00277,,gdpr_notification,1,67.77,Bronze,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-0622-001,Malmo Healthcare AB,36264651.62,SE,62,,238,False,,2025-06-22,False,2025-09-24,2025-12-01,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,FIN11,probable,36477.0,financial,"email,HR_systems,backup_systems,active_directory,SCADA",7.36,https://www.crowdstrike.com/blog/malmo-healthcare-ab-intrusion-analysis-2025/,,cybersecurity_firm,3,80.35,Silver,,Partial remediation completed within 48h; full recovery took 10 days,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-1122-001,Flint Dynamo Services B.V.,289438961.47,NL,22,,1229,False,,2025-11-22,True,2026-02-20,2026-03-29,apt,,,Sandworm,unknown,203375.0,PII,HR_systems,90.99,https://www.cnil.fr/decisions/2025/04/INQ-2025-00283,,gdpr_notification,1,53.71,Bronze,low_quality_score,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2021-0708-001,Nexus Cure Sciences Group Inc.,211664234.35,TW,62,22,2102,False,,2021-07-08,False,2021-09-10,2021-12-13,ransomware,supply_chain,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,465789.0,health,"active_directory,SSO",46.27,https://www.mandiant.com/resources/blog/nexus-cure-sciences--incident-response-2021,,cybersecurity_firm,3,70.27,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2021-0126-001,Spectrum Fox Communications Pvt. Ltd.,86699528.19,IN,51,,203,False,,2021-01-26,False,2021-01-29,2021-05-06,malware,,,BlackBasta,probable,7731.0,mixed,"active_directory,file_servers",38.21,https://www.ico.org.uk/decisions/2021/06/INQ-2021-00290,,gdpr_notification,1,96.09,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-1114-001,Arrow Med Pharmaceuticals SAS,274830055.3,FR,62,,1708,True,AMP.PA,2025-11-14,False,2026-01-17,2026-03-12,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,APT28,unknown,116203.0,mixed,"CRM,website,payment_systems",918.13,https://www.aepd.es/decisions/2025/10/INQ-2025-00291,https://www.arrow-med-pharmaceuticals.com/newsroom/2025/12/security-update,gdpr_notification,1,93.67,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2021-0724-001,Okonkwo Schools Co.,4335140567.82,US,61,,50387,False,,2021-07-24,False,2021-07-31,2021-08-12,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,48302.0,mixed,"website,email,customer_database,SCADA",321.61,https://www.okonkwo-schools-co.com/newsroom/2021/07/security-update,,company_pr,2,72.3,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
